"Time","Initiator","Event Stage","Event Type","Target","Target owner","Channel","Outcome"
"2018-10-31T15:51:01.669+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@7170ea51[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3e240292[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:51:01.512+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6ea29046[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@185d1083[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:46:09.693+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6e8953bb[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@7027ec6a[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=testi)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","FATAL_ERROR"
"2018-10-31T15:46:09.581+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@a7d6288[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@7a54b24c[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=f92085b9-7eb0-4736-83e6-34bef249b030)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:45:33.818+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5ee43236[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@11efc13c[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=testi)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","FATAL_ERROR"
"2018-10-31T15:45:33.631+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@706788ab[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@2ffe8239[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=f92085b9-7eb0-4736-83e6-34bef249b030)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:45:14.675+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@50f46072[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3f7dbd71[_referenceValue=PRV(oid=f1c9ecf3-c7c8-403b-ae48-5751edd793cd, targetType={.../common/common-3}ShadowType, targetName=f1c9ecf3-c7c8-403b-ae48-5751edd793cd)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:45:14.442+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@739358e5[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@2827f3e4[_referenceValue=PRV(oid=f1c9ecf3-c7c8-403b-ae48-5751edd793cd, targetType={.../common/common-3}ShadowType, targetName=f1c9ecf3-c7c8-403b-ae48-5751edd793cd)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:44:54.984+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5ba3f162[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@9675952[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:44:54.847+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@60da7ceb[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@77750bc7[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:41:13.257+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3319dcaa[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@87ae52[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=testi)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","HANDLED_ERROR"
"2018-10-31T15:40:49.208+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3389a78d[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6cfda908[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=f92085b9-7eb0-4736-83e6-34bef249b030)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:40:17.757+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@117cc4b1[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:30:31.436+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@2c341df2[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","ADD_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@527f6236[_referenceValue=PRV(oid=f92085b9-7eb0-4736-83e6-34bef249b030, targetType={.../common/common-3}UserType, targetName=testi)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","PARTIAL_ERROR"
"2018-10-31T15:30:31.083+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@53cb2498[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","ADD_OBJECT",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:29:33.993+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@24e52b1c[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","ADD_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@28b269ff[_referenceValue=PRV(oid=c42779d1-5e3a-4942-ad84-70e0016e7203, targetType={.../common/common-3}RoleType, targetName=sudo)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:29:33.048+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@1f5d00d[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","ADD_OBJECT",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:27:55.902+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@b90db4f[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6a0bcea[_referenceValue=PRV(oid=13a63267-07e4-40ee-bda9-a50b257225e9, targetType={.../common/common-3}RoleType, targetName=Linux)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:27:55.320+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3de6d050[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@123c0a59[_referenceValue=PRV(oid=13a63267-07e4-40ee-bda9-a50b257225e9, targetType={.../common/common-3}RoleType, targetName=13a63267-07e4-40ee-bda9-a50b257225e9)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:27:32.991+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@1f7be1f2[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@1c3f491b[_referenceValue=PRV(oid=0de38a59-53a2-4b22-91e2-1b6e5dcde382, targetType={.../common/common-3}RoleType, targetName=Assignemnt & Inducement UNIX Group Metarole)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:27:32.807+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@17d07e9c[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@654cc0fd[_referenceValue=PRV(oid=0de38a59-53a2-4b22-91e2-1b6e5dcde382, targetType={.../common/common-3}RoleType, targetName=Assignemnt & Inducement UNIX Group Metarole)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:26:58.878+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@25f8c9d7[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@43693be2[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:26:58.645+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5759898d[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5411e0b3[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:26:42.623+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@37c42d97[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3d78b6a6[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:26:42.333+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@26f64565[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@7d393d70[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:26:19.890+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6b870fd5[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@13b24985[_referenceValue=PRV(oid=89f38929-37b2-4bb9-89f1-586b6e9ce131, targetType={.../common/common-3}UserType, targetName=janpa)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:26:19.114+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@77bebfb[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@331d94d9[_referenceValue=PRV(oid=89f38929-37b2-4bb9-89f1-586b6e9ce131, targetType={.../common/common-3}UserType, targetName=89f38929-37b2-4bb9-89f1-586b6e9ce131)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:20:26.648+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@60b7ccc8[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","ADD_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@61485f3a[_referenceValue=PRV(oid=89f38929-37b2-4bb9-89f1-586b6e9ce131, targetType={.../common/common-3}UserType, targetName=janpa)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","PARTIAL_ERROR"
"2018-10-31T15:20:26.159+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@393444db[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","ADD_OBJECT",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:18:16.184+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@6650a478[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","ADD_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@385fe5f6[_referenceValue=PRV(oid=13a63267-07e4-40ee-bda9-a50b257225e9, targetType={.../common/common-3}RoleType, targetName=Linux)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:18:15.033+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@1bcddc48[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","ADD_OBJECT",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:16:46.174+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@445176[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@63545662[_referenceValue=PRV(oid=0de38a59-53a2-4b22-91e2-1b6e5dcde382, targetType={.../common/common-3}RoleType, targetName=Assignemnt & Inducement UNIX Group Metarole)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:16:46.002+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@24e36fab[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:16:31.334+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@51b9d8e3[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@73d4fc43[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:16:30.906+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3272431d[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@dd3fccf[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:16:09.834+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@12325356[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:15:53.336+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@465083b7[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","FATAL_ERROR"
"2018-10-31T15:08:13.431+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@661a4acb[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","TERMINATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:07:52.632+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@743df743[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:06:07.881+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@7415b271[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@369ada7f[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T15:06:07.618+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@2628275[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","EXECUTE_CHANGES_RAW","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@197efa95[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T15:03:38.740+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@40a145f1[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T14:53:27.766+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@200826b8[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@36ef69e6[_referenceValue=PRV(oid=362bef35-3c30-4e27-9028-60728b6ecf20, targetType={.../common/common-3}RoleType, targetName=Assignemnt & Inducement UNIX Group Metarole)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T14:53:27.521+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@58ab97fc[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@126fcfd5[_referenceValue=PRV(oid=362bef35-3c30-4e27-9028-60728b6ecf20, targetType={.../common/common-3}RoleType, targetName=362bef35-3c30-4e27-9028-60728b6ecf20)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T14:53:23.633+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@73b306c6[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3e5ef10f[_referenceValue=PRV(oid=89b57721-d2a8-46c9-9334-b44630c27000, targetType={.../common/common-3}RoleType, targetName=admin)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","HANDLED_ERROR"
"2018-10-31T14:53:23.281+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3ace954f[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5633f4a4[_referenceValue=PRV(oid=89b57721-d2a8-46c9-9334-b44630c27000, targetType={.../common/common-3}RoleType, targetName=89b57721-d2a8-46c9-9334-b44630c27000)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T14:53:09.048+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3d5d4d92[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@744205bf[_referenceValue=PRV(oid=cf890d16-ac6e-4703-8ff8-340274a1fea5, targetType={.../common/common-3}UserType, targetName=janpa)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T14:53:08.592+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3ae88295[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@73b7d7b8[_referenceValue=PRV(oid=cf890d16-ac6e-4703-8ff8-340274a1fea5, targetType={.../common/common-3}UserType, targetName=cf890d16-ac6e-4703-8ff8-340274a1fea5)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T14:53:01.422+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@24d13581[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@40daa359[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T14:53:00.863+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3ed87dfd[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","DELETE_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@731f7789[_referenceValue=PRV(oid=017a3bc5-e102-4baa-bf93-369a90ec29dd, targetType={.../common/common-3}ResourceType, targetName=Unix Resource)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","UNKNOWN"
"2018-10-31T14:51:48.764+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@5ecf3956[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","SUCCESS"
"2018-10-31T14:51:37.244+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@4b9a89bd[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","REQUEST","CREATE_SESSION",,,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","FATAL_ERROR"
"2018-10-31T14:43:24.276+02:00","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@36d022a6[_referenceValue=PRV(oid=00000000-0000-0000-0000-000000000002, targetType={.../common/common-3}UserType)]","EXECUTION","MODIFY_OBJECT","com.evolveum.midpoint.xml.ns._public.common.common_3.ObjectReferenceType@3efbb8ca[_referenceValue=PRV(oid=cf890d16-ac6e-4703-8ff8-340274a1fea5, targetType={.../common/common-3}UserType, targetName=janpa)]",,"http://midpoint.evolveum.com/xml/ns/public/gui/channels-3#user","PARTIAL_ERROR"
